Feature Id,Importances
organization,10.563679102402498
region_profession,2.141467398247928
job_location_geo_longitude,2.087233354530773
job_location_geo_latitude,1.95509116545668
requirements_qualifications_1,1.3635649762264859
requirements_qualifications_3,1.3432335276089036
requirements_qualifications_5,1.3282812727826383
requirements_qualifications_6,1.3137029788510828
median_federal_district_profession_mean_salary,1.2994486250276487
responsibilities_5,1.2794999407579017
requirements_qualifications_2,1.2489577530525642
requirements_qualifications_7,1.2460672394291545
requirements_qualifications_4,1.231180408371859
title_6,1.2245090951034665
requirements_qualifications_0,1.2118448193116054
title_5,1.1995588791707041
min_region_mean_salary,1.1990996488011012
responsibilities_4,1.1886954422868137
responsibilities_6,1.1775432120737415
date_creation_timestamp,1.1347145285717601
responsibilities_7,1.110480141738911
title_4,1.1032634916707442
responsibilities_0,1.0916296787948905
title_7,1.0865127730028752
responsibilities_2,1.084628777475179
median_region_mean_salary,1.0761063963454078
responsibilities_3,1.0747857269898538
responsibilities_1,1.0688759236168472
title_1,1.0621005680956386
title_3,1.0061497682721074
job_benefits_other_benefits_1,0.958451159009277
median_education_requirements_education_type_profession_mean_salary,0.9570508743989149
job_benefits_other_benefits_7,0.9501487419660498
job_benefits_other_benefits_2,0.9465785379495304
day,0.9259253585425214
title_2,0.899028777084152
job_benefits_other_benefits_6,0.8874325260091623
industry_profession,0.868692075143422
job_benefits_other_benefits_5,0.8631232557575309
std_federal_district_profession_mean_salary,0.8562391757033436
mean_region_mean_salary,0.853472694800635
title_0,0.8507474240810735
job_benefits_other_benefits_3,0.8354930357739531
job_benefits_other_benefits_0,0.8214074650014408
region_industry,0.8140518955658219
job_benefits_other_benefits_4,0.8108163037752608
min_federal_district_profession_mean_salary,0.8070287599584204
random,0.795598772073487
experience_requirements,0.7791082503979693
accommodation_capability,0.7476529135484224
federal_district,0.7268349120814678
std_region_mean_salary,0.7085890029593921
region,0.7056325358477179
federal_district_profession,0.6696871214156267
mean_federal_district_profession_mean_salary,0.6154272511433261
premium_type_work_hours,0.6143481809290914
work_hours,0.580514244227367
id,0.5779443648636551
amplitude_region_mean_salary,0.5625719462832864
season,0.5606302575010196
date_posted,0.5593009543703413
year_quarter,0.5551634866909991
max_region_mean_salary,0.5544390155339927
std_education_requirements_education_type_profession_mean_salary,0.5490578902206029
min_education_requirements_education_type_profession_mean_salary,0.5370875270436577
inner_info_contact_source,0.5354605860358165
month,0.5334411370500569
mean_education_requirements_education_type_profession_mean_salary,0.5309889643549056
is_uzbekistan_recruitment,0.528807619501951
need_medcard,0.5280593155116426
wpypz_wprgv,0.5194041314697172
max_federal_district_profession_mean_salary,0.5182889859639769
min_education_requirements_education_type_industry_mean_salary,0.5109960211539751
quarter,0.5089400160016339
year,0.48409650160944556
amplitude_federal_district_profession_mean_salary,0.4570320349147185
min_profession_mean_salary,0.44318952096393005
industry,0.4272845504512688
employment_type,0.4234814494229538
education_requirements_education_type,0.4158570463936903
disabled,0.40895023425763755
education_requirements_education_type_profession,0.4037247856273662
std_education_requirements_education_type_industry_mean_salary,0.3912819204528883
min_year_month_mean_salary,0.3853221773311851
median_work_hours_mean_salary,0.3851300629287006
social_protecteds_social_protected,0.3834634019664853
max_education_requirements_education_type_profession_mean_salary,0.37805540211672006
incentive_compensation_transport_compensation,0.36995768944305024
education_requirements_education_type_industry,0.36893437303653853
accommodation_housing,0.3660569325061198
work_places * retraining_grant_value,0.3621495017104139
max_work_hours_mean_salary,0.3480433654686733
profession,0.3467109969539909
min_industry_mean_salary,0.3445539848370816
inner_info_source_type,0.3332364454289192
drive_licences,0.33154503588744527
median_education_requirements_education_type_industry_mean_salary,0.31949654759917573
min_year_quarter_mean_salary,0.3172757649617209
min_education_requirements_education_type_mean_salary,0.31271133087975134
amplitude_profession_mean_salary,0.3117872044875849
std_work_hours_mean_salary,0.31092348675274734
max_profession_mean_salary,0.3098562268743854
min_work_hours_mean_salary,0.3041182049577097
std_year_month_mean_salary,0.300240844007052
max_industry_mean_salary,0.29974231931405654
amplitude_education_requirements_education_type_profession_mean_salary,0.29755287025315497
amplitude_education_requirements_education_type_industry_mean_salary,0.293234287077549
max_education_requirements_education_type_industry_mean_salary,0.29310810412218
median_profession_mean_salary,0.29015513750733907
year_season,0.28960270379646924
inner_info_source_type_source,0.2801645647549018
mean_education_requirements_education_type_industry_mean_salary,0.2793174997228021
work_places,0.26040216349705114
year_month,0.25581716534258525
median_education_requirements_education_type_mean_salary,0.24541112234998863
mean_profession_mean_salary,0.2425345091332118
driver_licence_b,0.23201617539123273
max_year_month_mean_salary,0.23096775710753162
max_year_season_mean_salary,0.21906474060564907
std_industry_mean_salary,0.21308599776233123
mean_work_hours_mean_salary,0.20568482265896906
amplitude_work_hours_mean_salary,0.20384326787569135
driver_licence_c,0.19353574475765004
source,0.19246840631619822
amplitude_industry_mean_salary,0.18817062089497674
max_year_quarter_mean_salary,0.1858759026825033
premium_type,0.18416915195896186
amplitude_year_month_mean_salary,0.17402105762385472
max_education_requirements_education_type_mean_salary,0.17206781919794695
mean_year_quarter_mean_salary,0.16767389620791567
education_academic_degree_education_requirements_education_type,0.1629742064339964
mean_education_requirements_education_type_mean_salary,0.15611704350162336
requirements_id_priority_category,0.15433050373723328
driver_licence_e,0.1470785599782433
std_year_season_mean_salary,0.14617468321037327
median_employment_type_mean_salary,0.1355021269394829
amplitude_education_requirements_education_type_mean_salary,0.13357456826080677
driver_licence_d,0.13277621669940423
median_year_season_mean_salary,0.12588656201174125
min_employment_type_mean_salary,0.10728030374099586
mean_industry_mean_salary,0.10629633334769971
mean_year_month_mean_salary,0.10448627111370294
job_benefits,0.09543125558371959
min_year_season_mean_salary,0.09209781050415168
metro_station,0.08683882194609019
std_education_requirements_education_type_mean_salary,0.08135439760154616
mean_employment_type_mean_salary,0.0788238125649309
payment_meals,0.0765355311034767
median_year_month_mean_salary,0.07495029958808654
max_employment_type_mean_salary,0.07102234057161226
median_industry_mean_salary,0.06914422671891596
large_families,0.062044722590834114
dms,0.05289299702527186
amplitude_employment_type_mean_salary,0.0522427458550392
vouchers_health_institutions,0.051250177111170046
inner_info_status,0.051127029391427256
median_year_quarter_mean_salary,0.048227305647559865
std_employment_type_mean_salary,0.047688907527045056
additional_info_5,0.04528732323926654
min_source_mean_salary,0.04510071100446533
education_requirements_speciality_6,0.04107242862726868
education_requirements_speciality_7,0.04101794821162368
single_parent,0.0406099432596167
retraining_grant,0.04040011168865705
max_source_mean_salary,0.040185682789113504
driver_licence_a,0.03980558736352714
payment_sports_activities,0.03937478953312341
std_source_mean_salary,0.03824967054216151
education_requirements_speciality_2,0.03784830564505396
