Feature Id,Importances
organization,10.312464715001143
region_profession,2.1961574148106235
job_location_geo_longitude,2.0702430370825518
job_location_geo_latitude,1.9523849407786762
median_federal_district_profession_mean_salary,1.342449345325892
requirements_qualifications_1,1.3346587809307673
requirements_qualifications_3,1.324068291452762
requirements_qualifications_5,1.317291833566927
requirements_qualifications_6,1.3042913131234686
responsibilities_5,1.2516686847210334
requirements_qualifications_4,1.2496350182103324
requirements_qualifications_2,1.2432738041960731
requirements_qualifications_7,1.2411913620982387
requirements_qualifications_0,1.2317573080616526
min_region_mean_salary,1.1915272368895407
title_6,1.1832806526160902
title_5,1.179863021586818
date_creation_timestamp,1.1753505339629216
responsibilities_6,1.168799370717564
responsibilities_4,1.144925452948623
responsibilities_7,1.1309272988220365
responsibilities_0,1.1308378119443463
responsibilities_3,1.117582218777092
title_4,1.112104480257972
responsibilities_2,1.1033352437824828
title_7,1.0997520935661371
title_1,1.0957855165937989
median_region_mean_salary,1.093299594336653
responsibilities_1,1.0352478749788774
title_3,1.020091836475056
job_benefits_other_benefits_2,1.0074860908202992
median_education_requirements_education_type_profession_mean_salary,0.9891077353851278
job_benefits_other_benefits_1,0.9729254404819194
job_benefits_other_benefits_7,0.947504971560738
day,0.9080137211226275
title_2,0.9018876062159906
job_benefits_other_benefits_5,0.8894657404155617
job_benefits_other_benefits_6,0.885735782651446
std_federal_district_profession_mean_salary,0.855363802324054
job_benefits_other_benefits_3,0.8524007567648764
title_0,0.8464411916785018
region_industry,0.8374956129912304
mean_region_mean_salary,0.8080651042058475
min_federal_district_profession_mean_salary,0.807555175390426
industry_profession,0.8037278133059479
random,0.7950399525462377
job_benefits_other_benefits_4,0.7949164503838506
job_benefits_other_benefits_0,0.7873422974616786
experience_requirements,0.7705544060068489
accommodation_capability,0.7347357377732353
federal_district,0.7156427435501127
std_region_mean_salary,0.7060540209795116
region,0.7022193863131906
federal_district_profession,0.6834311066804207
premium_type_work_hours,0.6493199573777565
mean_federal_district_profession_mean_salary,0.6337295811743319
max_region_mean_salary,0.6053214124688041
id,0.5846977833859937
year_quarter,0.5719841139697287
date_posted,0.5688894580187718
min_education_requirements_education_type_profession_mean_salary,0.5656739369265259
work_hours,0.5651903960737613
std_education_requirements_education_type_profession_mean_salary,0.5564700968892149
season,0.5414425602941687
wpypz_wprgv,0.5350316688392498
need_medcard,0.5331927249264797
max_federal_district_profession_mean_salary,0.5322458833616989
inner_info_contact_source,0.5308103230765409
is_uzbekistan_recruitment,0.5275065696202837
amplitude_region_mean_salary,0.5239868523616119
quarter,0.5216263647293357
mean_education_requirements_education_type_profession_mean_salary,0.5202586668433703
min_education_requirements_education_type_industry_mean_salary,0.5144398527767376
month,0.5135778713012569
year,0.4913692873568663
min_profession_mean_salary,0.4540355635297901
amplitude_federal_district_profession_mean_salary,0.45262814398270906
employment_type,0.43873944530652537
education_requirements_education_type,0.424719715541618
disabled,0.42227957920387554
education_requirements_education_type_profession,0.416826515679089
industry,0.4138947368574097
education_requirements_education_type_industry,0.4032326875312132
social_protecteds_social_protected,0.39340788275611366
median_work_hours_mean_salary,0.3831524285883213
incentive_compensation_transport_compensation,0.3807529038136912
std_education_requirements_education_type_industry_mean_salary,0.37284389012989744
max_work_hours_mean_salary,0.36524379962877956
amplitude_profession_mean_salary,0.3593375660240032
max_education_requirements_education_type_profession_mean_salary,0.358405302121037
accommodation_housing,0.35807042636238423
min_year_month_mean_salary,0.3556605199921614
min_industry_mean_salary,0.35455168838785817
work_places * retraining_grant_value,0.34657982978759455
profession,0.34583565017635615
drive_licences,0.3355276325125187
min_work_hours_mean_salary,0.3312962859724883
min_year_quarter_mean_salary,0.3266496719283294
median_education_requirements_education_type_industry_mean_salary,0.3261007380181719
max_industry_mean_salary,0.314701242225321
std_work_hours_mean_salary,0.30867932299408507
max_profession_mean_salary,0.30671397947346385
min_education_requirements_education_type_mean_salary,0.306104944482204
median_profession_mean_salary,0.29860768500475304
inner_info_source_type,0.29799734298862063
std_year_month_mean_salary,0.29696047044380564
amplitude_education_requirements_education_type_profession_mean_salary,0.29263500112282426
max_education_requirements_education_type_industry_mean_salary,0.28622023758277865
year_season,0.283858289646762
year_month,0.281304499288952
inner_info_source_type_source,0.2786564181735105
mean_education_requirements_education_type_industry_mean_salary,0.26861930525238265
amplitude_education_requirements_education_type_industry_mean_salary,0.26854255400930804
work_places,0.2665563007027102
median_education_requirements_education_type_mean_salary,0.2495075933354139
mean_profession_mean_salary,0.2476292339937557
max_year_month_mean_salary,0.23733642863988064
std_industry_mean_salary,0.2301286557822498
driver_licence_b,0.21633539043436759
amplitude_work_hours_mean_salary,0.216236160443972
mean_work_hours_mean_salary,0.20683988457203414
source,0.2045442130811673
max_year_season_mean_salary,0.2020149182689926
driver_licence_c,0.19066973707441975
amplitude_year_month_mean_salary,0.18953470850871887
premium_type,0.1882503745229415
amplitude_industry_mean_salary,0.18513766032171108
max_year_quarter_mean_salary,0.1801518334389546
education_academic_degree_education_requirements_education_type,0.17445665719388598
max_education_requirements_education_type_mean_salary,0.1733225617230033
std_year_season_mean_salary,0.1656247120911397
mean_year_quarter_mean_salary,0.1639908143155777
requirements_id_priority_category,0.15498908107144868
mean_education_requirements_education_type_mean_salary,0.1435918101794617
driver_licence_e,0.13779170546500194
driver_licence_d,0.1311888056419608
mean_industry_mean_salary,0.12292334853195859
median_employment_type_mean_salary,0.1210545644487851
median_year_season_mean_salary,0.12074382612168015
mean_year_month_mean_salary,0.11648857642583377
amplitude_education_requirements_education_type_mean_salary,0.1164736700387912
min_employment_type_mean_salary,0.10614738713290493
min_year_season_mean_salary,0.10250398416221113
std_education_requirements_education_type_mean_salary,0.09428760193348133
job_benefits,0.08729770941557752
metro_station,0.08724825874146806
mean_employment_type_mean_salary,0.08477712174563383
median_year_month_mean_salary,0.08076670151821326
max_employment_type_mean_salary,0.07621436190783917
payment_meals,0.06912461523263301
large_families,0.06796532309374212
inner_info_status,0.05707763660944919
median_industry_mean_salary,0.05691708134304088
median_year_quarter_mean_salary,0.05280187867291535
std_source_mean_salary,0.050234005784810944
additional_info_5,0.049376676620965836
amplitude_employment_type_mean_salary,0.0492662708602516
dms,0.04790664794688373
min_source_mean_salary,0.047451310429492785
single_parent,0.045347526503105036
vouchers_health_institutions,0.042788921914071076
std_employment_type_mean_salary,0.04130579035199987
retraining_grant,0.04115898568623601
education_requirements_speciality_1,0.03882606377344826
max_accommodation_housing_mean_salary,0.0386229386065004
education_requirements_speciality_5,0.03850548069365067
education_requirements_speciality_6,0.03848104108752913
payment_sports_activities,0.03733405572827507
education_requirements_speciality_7,0.03713822574537547
driver_licence_a,0.03643882469829844
education_requirements_speciality_3,0.03641238495271131
mean_source_mean_salary,0.03606365193527808
education_requirements_speciality_4,0.03554691743419123
education_academic_degree,0.0342882677039669
education_requirements_speciality_2,0.034222937347832764
education_requirements_speciality_0,0.03377996156378609
additional_info_3,0.032424524070650794
median_accommodation_housing_mean_salary,0.031078621065914424
mean_year_season_mean_salary,0.030976488592309313
caring_workers,0.03056406652379136
additional_info_2,0.029991970199083565
workers_with_disabled_children,0.0292027907364453
amplitude_year_season_mean_salary,0.028504333665538752
additional_info_7,0.026940756521583422
max_source_mean_salary,0.02613344980645258
additional_info_6,0.02466822389947568
additional_info_1,0.02431228175166078
amplitude_source_mean_salary,0.024032863213934916
std_accommodation_housing_mean_salary,0.02273001704671939
additional_info_4,0.02254575483220595
amplitude_accommodation_housing_mean_salary,0.02193909719545422
amplitude_year_quarter_mean_salary,0.021883132184939973
released_persons,0.021432953302269464
mean_accommodation_housing_mean_salary,0.02134249832015562
additional_info_0,0.020601605281460114
career_perspective_7,0.019116170032997357
median_source_mean_salary,0.018717328320761277
career_perspective_0,0.018349697413251913
year_premium_size,0.01817332374484405
minor_workers,0.01775703901513973
career_perspective_5,0.01758407447445578
career_perspective_4,0.01665484062259392
min_accommodation_housing_mean_salary,0.016339135619919322
career_perspective_6,0.015792295332125894
career_perspective_3,0.015706342542646825
work_places * year_premium_size,0.015612540098564453
career_perspective_2,0.014569212833839246
career_perspective_1,0.013991802310948704
requirements_required_certificates_7,0.012930335811073286
requirements_required_certificates_6,0.012436244492504295
requirements_required_certificates_2,0.011661169143606234
requirements_required_certificates_3,0.011521275353009626
requirements_required_certificates_1,0.011435554808992126
requirements_required_certificates_4,0.011100250155009985
requirements_required_certificates_5,0.011060372040414757
requirements_required_certificates_0,0.01034231371926952
premium_size,0.010227207203177137
retraining_condition_4,0.006130763383387661
retraining_condition_1,0.005984070440214792
retraining_condition_3,0.005823746681676871
retraining_condition_5,0.005523817757107245
retraining_condition_2,0.005370142384177815
retraining_condition_7,0.00534225216655064
retraining_condition_6,0.0051657140265509585
retraining_condition_0,0.005114539459988032
std_job_benefits_mean_salary,0.004896392521555911
median_job_benefits_mean_salary,0.004680961427974505
mean_job_benefits_mean_salary,0.0036110092671176714
max_job_benefits_mean_salary,0.0036089748277601595
min_job_benefits_mean_salary,0.0032328865500636733
amplitude_job_benefits_mean_salary,0.0016590576418478633
retraining_grant_value,0.0004283922753066723
mean_education_academic_degree_mean_salary,9.935235963508691e-05
max_education_academic_degree_mean_salary,8.256240277851089e-05
min_education_academic_degree_mean_salary,6.268433593417761e-05
median_education_academic_degree_mean_salary,6.242661446613108e-05
std_education_academic_degree_mean_salary,5.1881679995102876e-05
amplitude_education_academic_degree_mean_salary,4.66503299950296e-05
